,,,,,シリーズ,分類,型式,名称,ID,2020/1/31 HTTPSに変更(byCNS),リンク文言,ガイドID(/区切り),新機種のリンク,,
方向制御機器,エアオペレートバルブ ,SYA5000 5ポートエアオペレートバルブ,,マニホールドアセンブリ,SYA5000,マニホールドアセンブリ,SS5YA5_45,ベース配管形/マニホールド:分割形アセンブリ:DINレール取付形,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/sya5000/manifold_assembly/ss5ya5_45_assy_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/sya5000/manifold_assembly/ss5ya5_45_assy_asmtab.prj
方向制御機器,エアオペレートバルブ ,SYA5000 5ポートエアオペレートバルブ,,マニホールドベース,SYA5000,マニホールドベース,SS5YA5_20_BASE,直接配管形/マニホールド/一体形ベース,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/sya5000/manifold_base/ss5ya5_20_base.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/sya5000/manifold_base/ss5ya5_20_base.prj
方向制御機器,エアオペレートバルブ ,SYA5000 5ポートエアオペレートバルブ,,マニホールドベース,SYA5000,マニホールドベース,SS5YA5_41_BASE,ベース配管形/マニホールド:一体形ベース,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/sya5000/manifold_base/ss5ya5_41_base.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/sya5000/manifold_base/ss5ya5_41_base.prj
方向制御機器,エアオペレートバルブ ,SYA5000 5ポートエアオペレートバルブ,,マニホールドベース,SYA5000,マニホールドベース,SS5YA5_42_BASE,ベース配管形/マニホールド:一体形ベース,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/sya5000/manifold_base/ss5ya5_42_base.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/sya5000/manifold_base/ss5ya5_42_base.prj
方向制御機器,エアオペレートバルブ ,SYA5000 5ポートエアオペレートバルブ,,マニホールドベース,SYA5000,マニホールドベース,SS5YA5_45_BASE,ベース配管形/マニホールド:分割形ベース:DINレール取付形,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/sya5000/manifold_base/ss5ya5_45_base_assy_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/sya5000/manifold_base/ss5ya5_45_base_assy_asmtab.prj
方向制御機器,エアオペレートバルブ ,SYA5000 5ポートエアオペレートバルブ,,マニホールドベース,SYA5000,マニホールドベース,SYA5_20_VALVE,直接配管形バルブ,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/sya5000/manifold_base/sya5_20_valve.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/sya5000/manifold_base/sya5_20_valve.prj
方向制御機器,エアオペレートバルブ ,SYA5000 5ポートエアオペレートバルブ,,マニホールドベース,SYA5000,マニホールドベース,SYA5_40_VALVE,ベース配管形バルブ,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/sya5000/manifold_base/sya5_40_valve.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/sya5000/manifold_base/sya5_40_valve.prj
方向制御機器,エアオペレートバルブ ,SYA5000 5ポートエアオペレートバルブ,,マニホールドベース,SYA5000,マニホールドベース,SX5000-76-6A,ブランキングプレートAss'y45*型用,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/solenoid_valve/pilot_operated_4_5_port/sy5000_old/manifold_base/sx5000_76_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/solenoid_valve/pilot_operated_4_5_port/sy5000_old/manifold_base/sx5000_76_asmtab.prj
方向制御機器,エアオペレートバルブ ,SYA5000 5ポートエアオペレートバルブ,,マニホールドベース,SYA5000,マニホールドベース,SY5000_26,ブランキングプレートAss'y20*/41*/42*型用,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/solenoid_valve/pilot_operated_4_5_port/sy5000_old/manifold_base/sy5000_plate1.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/solenoid_valve/pilot_operated_4_5_port/sy5000_old/manifold_base/sy5000_plate1.prj
方向制御機器,エアオペレートバルブ ,SYA5000 5ポートエアオペレートバルブ,,マニホールドベース,SYA5000,マニホールドベース,VZ1000-11,DINレール,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/solenoid_valve/pilot_operated_4_5_port/sy5000_old/manifold_base/vz1000_11.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/solenoid_valve/pilot_operated_4_5_port/sy5000_old/manifold_base/vz1000_11.prj
方向制御機器,エアオペレートバルブ ,SYA5000 5ポートエアオペレートバルブ,,マニホールドベース,SYA5000,マニホールドベース,SX5000_50,マニホールドブロックAss'y,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/solenoid_valve/pilot_operated_4_5_port/sy5000_old/manifold_base/sx5000_50_block.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/solenoid_valve/pilot_operated_4_5_port/sy5000_old/manifold_base/sx5000_50_block.prj
方向制御機器,エアオペレートバルブ ,SYA5000 5ポートエアオペレートバルブ,,マニホールドベース,SYA5000,マニホールドベース,SX5000_51,給排気ブロックAss'y,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/solenoid_valve/pilot_operated_4_5_port/sy5000_old/manifold_base/sx5000_51_block.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/solenoid_valve/pilot_operated_4_5_port/sy5000_old/manifold_base/sx5000_51_block.prj
方向制御機器,エアオペレートバルブ ,SYA5000 5ポートエアオペレートバルブ,,マニホールドベース,SYA5000,マニホールドベース,SX5000_52,D側用エンドブロックAss'y,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/solenoid_valve/pilot_operated_4_5_port/sy5000_old/manifold_base/sy5000_d_plate.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/solenoid_valve/pilot_operated_4_5_port/sy5000_old/manifold_base/sy5000_d_plate.prj
方向制御機器,エアオペレートバルブ ,SYA5000 5ポートエアオペレートバルブ,,マニホールドベース,SYA5000,マニホールドベース,SX5000_53,U側用エンドブロックAss'y,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/solenoid_valve/pilot_operated_4_5_port/sy5000_old/manifold_base/sy5000_u_plate.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/solenoid_valve/pilot_operated_4_5_port/sy5000_old/manifold_base/sy5000_u_plate.prj
方向制御機器,エアオペレートバルブ ,SYA5000 5ポートエアオペレートバルブ,,バルブ単体,SYA5000,バルブ単体,SYA5_20_SU,直接配管形バルブ/単体,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/sya5000/single_unit/sya5_20_su_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/sya5000/single_unit/sya5_20_su_asmtab.prj
方向制御機器,エアオペレートバルブ ,SYA5000 5ポートエアオペレートバルブ,,バルブ単体,SYA5000,バルブ単体,SYA5_40_SU,ベース配管形バルブ/単体,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/sya5000/single_unit/sya5_40_su_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/sya5000/single_unit/sya5_40_su_asmtab.prj
方向制御機器,エアオペレートバルブ ,SYA7000 5ポートエアオペレートバルブ,,マニホールドアセンブリ,SYA7000,マニホールドアセンブリ,SS5YA7_20_ASSY,直接配管形マニホールド/一体形アセンブリ,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/sya7000/manifold_assembly/ss5ya7_20_assy_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/sya7000/manifold_assembly/ss5ya7_20_assy_asmtab.prj
方向制御機器,エアオペレートバルブ ,SYA7000 5ポートエアオペレートバルブ,,マニホールドアセンブリ,SYA7000,マニホールドアセンブリ,SS5YA7_42_ASSY,ベース配管形マニホールド/一体形アセンブリ,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/sya7000/manifold_assembly/ss5ya7_42_assy_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/sya7000/manifold_assembly/ss5ya7_42_assy_asmtab.prj
方向制御機器,エアオペレートバルブ ,SYA7000 5ポートエアオペレートバルブ,,マニホールドベース,SYA7000,マニホールドベース,SS5YA7_20_BASE,直接配管形マニホールド/一体形ベース,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/sya7000/manifold_base/ss5ya7_20_base.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/sya7000/manifold_base/ss5ya7_20_base.prj
方向制御機器,エアオペレートバルブ ,SYA7000 5ポートエアオペレートバルブ,,マニホールドベース,SYA7000,マニホールドベース,SS5YA7_42_BASE,ベース配管形マニホールド/一体形ベース,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/sya7000/manifold_base/ss5ya7_42_base.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/sya7000/manifold_base/ss5ya7_42_base.prj
方向制御機器,エアオペレートバルブ ,SYA7000 5ポートエアオペレートバルブ,,マニホールドベース,SYA7000,マニホールドベース,SYA7_20_VALVE,直接配管形バルブ,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/sya7000/manifold_base/sya7_20_valve.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/sya7000/manifold_base/sya7_20_valve.prj
方向制御機器,エアオペレートバルブ ,SYA7000 5ポートエアオペレートバルブ,,マニホールドベース,SYA7000,マニホールドベース,SY7000_26_SYA7,ブランキングプレートAss'y20*/42*型用,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/sya7000/manifold_base/sya7_26_22a_plate.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/sya7000/manifold_base/sya7_26_22a_plate.prj
方向制御機器,エアオペレートバルブ ,SYA7000 5ポートエアオペレートバルブ,,マニホールドベース,SYA7000,マニホールドベース,SYA7_40_VALVE,ベース配管形バルブ,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/sya7000/manifold_base/sya7_40_valve.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/sya7000/manifold_base/sya7_40_valve.prj
方向制御機器,エアオペレートバルブ ,SYA7000 5ポートエアオペレートバルブ,,バルブ単体,SYA7000,バルブ単体,SYA7_20_SU,直接配管形バルブ/単体,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/sya7000/single_unit/sya7_20_su_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/sya7000/single_unit/sya7_20_su_asmtab.prj
方向制御機器,エアオペレートバルブ ,SYA7000 5ポートエアオペレートバルブ,,バルブ単体,SYA7000,バルブ単体,SYA7_40_SU,ベース配管形バルブ/単体,SYA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/sya7000/single_unit/sya7_40_su_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/sya7000/single_unit/sya7_40_su_asmtab.prj
方向制御機器,エアオペレートバルブ ,SYJA3000 4・5ポートエアオペレートバルブ,,マニホールドアセンブリ,SYJA3000,マニホールドアセンブリ,SS5YJA3-20,共通SUP・共通EXH方式:20型（5ポート・直接配管形用）,SYJA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/syja3000/manifold_assembly/ss5yja3_20_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/syja3000/manifold_assembly/ss5yja3_20_asmtab.prj
方向制御機器,エアオペレートバルブ ,SYJA3000 4・5ポートエアオペレートバルブ,,マニホールドアセンブリ,SYJA3000,マニホールドアセンブリ,SS5YJA3-31,共通SUP・共通EXH方式:31型（4ポート・ベース配管形用）,SYJA,https://webassistants.partcommunity.com/23d-libs/smc_jp_assistant/index.html?info=smc_jp/directional_control_valves/air_operated_valves/syja3000/manifold_assembly/ss5yja3_31_asmtab.prj&language=japanese,,,,,https://service.web2cad.co.jp/pcom/maker_login.php?Maker=SMC_JP&language=J&info=smc_jp/directional_control_valves/air_operated_valves/syja3000/manifold_assembly/ss5yja3_31_asmtab.prj
